timestamp,on_off,damper,co2_1,ambient_humidity,active_power,high_pressure_1,high_pressure_2,low_pressure_1,low_pressure_2,high_pressure_3,low_pressure_3,outside_temp,outlet_temp,inlet_temp,summer_SP_temp,winter_SP_temp,ambient_temp
2022-06-01 05:35:00,0,0.0,975.0,38.0,0.51,13.05,12.9,13.18,13.0,13.0,12.9,18.8,19.5,18.2,22.5,18.0,23.2
2022-06-01 05:40:00,0,0.0,977.0,38.0,0.51,13.05,12.9,13.18,13.0,13.0,12.9,18.7,19.4,18.1,22.5,18.0,23.1
2022-06-01 05:45:00,0,0.0,980.0,38.0,0.51,12.99,12.8,13.12,13.0,13.0,12.9,18.7,19.3,18.0,22.5,18.0,23.2
2022-06-01 05:50:00,0,0.0,975.0,38.0,0.51,12.93,12.8,13.05,12.9,12.9,12.8,18.4,19.2,17.9,22.5,18.0,23.2
2022-06-01 05:55:00,0,0.0,972.0,38.0,0.51,12.81,12.7,12.99,12.8,12.8,12.8,18.3,19.1,17.7,22.5,18.0,23.2
2022-06-01 06:00:00,0,0.0,977.0,38.0,0.51,12.81,12.6,12.93,12.8,12.8,12.8,18.2,19.0,17.6,22.5,18.0,23.2
2022-06-01 06:05:00,0,0.0,972.0,38.0,0.51,12.75,12.6,12.87,12.8,12.8,12.7,18.0,18.9,17.4,22.5,18.0,23.2
2022-06-01 06:10:00,0,0.0,972.0,38.0,0.51,12.69,12.6,12.81,12.7,12.7,12.7,18.1,18.7,17.3,22.5,18.0,23.1
2022-06-01 06:15:00,0,0.0,977.0,38.0,0.51,12.62,12.5,12.75,12.6,12.7,12.6,18.0,18.6,17.1,22.5,18.0,23.1
2022-06-01 06:20:00,0,0.0,977.0,38.0,0.51,12.56,12.5,12.69,12.6,12.6,12.6,17.9,18.5,16.8,22.5,18.0,23.1
2022-06-01 06:25:00,0,0.0,975.0,38.0,0.51,12.5,12.4,12.62,12.6,12.6,12.5,18.0,18.4,16.6,22.5,18.0,23.1
2022-06-01 06:30:00,0,0.0,977.0,38.0,0.51,12.5,12.3,12.62,12.5,12.5,12.5,18.0,18.3,16.6,22.5,18.0,23.1
2022-06-01 06:35:00,0,0.0,977.0,38.0,0.51,12.5,12.3,12.62,12.5,12.5,12.5,18.0,18.2,16.5,22.5,18.0,23.1
2022-06-01 06:40:00,0,0.0,975.0,38.0,0.51,12.56,12.3,12.62,12.5,12.5,12.4,18.0,18.1,16.4,22.5,18.0,23.1
2022-06-01 06:45:00,0,0.0,977.0,38.0,0.51,12.56,12.3,12.69,12.4,12.5,12.4,18.0,18.0,16.3,22.5,18.0,23.1
2022-06-01 06:50:00,0,0.0,977.0,38.0,0.51,12.56,12.3,12.69,12.4,12.5,12.4,18.0,18.0,16.3,22.5,18.0,23.1
2022-06-01 06:55:00,0,0.0,977.0,38.0,0.51,12.56,12.3,12.69,12.4,12.5,12.4,18.0,18.0,16.3,22.5,18.0,23.1
2022-06-01 07:00:00,0,0.0,975.0,38.0,0.51,12.5,12.3,12.62,12.4,12.5,12.4,17.8,18.0,16.3,22.5,18.0,23.1
2022-06-01 07:05:00,0,0.0,980.0,38.0,0.51,12.5,12.3,12.69,12.4,12.5,12.4,17.9,17.9,16.5,22.5,18.0,23.1
2022-06-01 07:10:00,0,0.0,977.0,38.0,0.51,12.5,12.3,12.69,12.5,12.5,12.4,17.9,18.0,16.6,22.5,18.0,23.0
2022-06-01 07:15:00,0,0.0,977.0,38.0,0.51,12.5,12.3,12.69,12.5,12.5,12.4,17.9,18.0,16.7,22.5,18.0,23.0
2022-06-01 07:20:00,0,0.0,975.0,38.0,0.51,12.56,12.4,12.62,12.5,12.5,12.4,17.9,18.1,16.9,22.5,18.0,23.0
2022-06-01 07:25:00,0,0.0,975.0,38.0,0.51,12.56,12.4,12.62,12.5,12.5,12.4,18.0,18.2,17.3,22.5,18.0,23.0
2022-06-01 07:30:00,0,0.0,975.0,38.0,0.51,12.56,12.4,12.69,12.6,12.5,12.4,18.1,18.2,17.4,22.5,18.0,23.0
2022-06-01 07:35:00,0,0.0,975.0,38.0,0.51,12.56,12.5,12.69,12.7,12.6,12.5,18.1,18.4,17.6,22.5,18.0,23.0
2022-06-01 07:40:00,0,0.0,980.0,38.0,0.51,12.56,12.5,12.75,12.7,12.6,12.6,18.2,18.5,17.7,22.5,18.0,23.0
2022-06-01 07:45:00,0,0.0,975.0,38.0,0.51,12.62,12.6,12.75,12.8,12.6,12.6,18.4,18.6,18.0,22.5,18.0,23.0
2022-06-01 07:50:00,0,0.0,975.0,38.0,0.51,12.69,12.7,12.81,12.8,12.7,12.6,18.7,19.0,18.2,22.5,18.0,23.0
2022-06-01 07:55:00,0,0.0,977.0,38.0,0.51,12.75,12.8,12.87,12.9,12.8,12.7,18.7,19.2,18.5,22.5,18.0,23.0
2022-06-01 08:00:00,0,0.0,975.0,38.0,0.51,12.81,12.9,12.93,13.0,12.9,12.8,19.1,19.5,19.0,22.5,18.0,23.0
2022-06-01 08:05:00,0,0.0,975.0,38.0,0.51,12.93,13.0,13.05,13.1,12.9,12.9,19.4,19.8,19.3,22.5,18.0,23.0
2022-06-01 08:10:00,0,0.0,975.0,39.0,0.51,12.99,13.0,13.12,13.2,13.0,13.0,19.6,20.0,19.6,22.5,18.0,23.0
2022-06-01 08:15:00,0,0.0,972.0,39.0,0.51,13.05,13.1,13.24,13.3,13.2,13.1,19.7,20.4,20.0,22.5,18.0,23.0
2022-06-01 08:20:00,0,0.0,970.0,39.0,0.51,13.18,13.2,13.3,13.4,13.3,13.2,19.8,20.6,20.4,22.5,18.0,23.0
2022-06-01 08:25:00,0,0.0,972.0,39.0,0.51,13.24,13.3,13.36,13.4,13.3,13.3,20.0,20.9,21.1,22.5,18.0,23.0
2022-06-01 08:30:00,0,0.0,975.0,39.0,0.51,13.3,13.4,13.49,13.6,13.5,13.4,20.2,21.2,21.3,22.5,18.0,23.0
2022-06-01 08:35:00,0,0.0,977.0,39.0,0.51,13.36,13.5,13.55,13.7,13.6,13.5,20.5,21.4,21.6,22.5,18.0,23.0
2022-06-01 08:40:00,0,0.0,975.0,39.0,0.51,13.49,13.6,13.67,13.7,13.7,13.6,20.8,21.7,22.1,22.5,18.0,23.0
2022-06-01 08:45:00,0,0.0,975.0,39.0,0.51,13.61,13.7,13.79,13.9,13.8,13.8,21.0,21.9,22.5,22.5,18.0,23.0
2022-06-01 08:50:00,0,0.0,977.0,39.0,0.51,13.73,13.8,13.92,14.0,14.0,13.9,21.6,22.1,23.0,22.5,18.0,23.0
2022-06-01 08:55:00,0,0.0,977.0,39.0,0.51,13.92,13.9,14.04,14.1,14.1,14.0,21.7,22.2,23.3,22.5,18.0,23.0
2022-06-01 09:00:00,0,0.0,975.0,39.0,0.51,13.98,14.0,14.1,14.2,14.2,14.1,22.1,22.4,23.7,22.5,18.0,23.1
2022-06-01 09:05:00,0,0.0,972.0,39.0,0.51,14.04,14.2,14.22,14.3,14.3,14.2,22.3,22.7,24.0,22.5,18.0,23.0
2022-06-01 09:10:00,0,0.0,977.0,39.0,0.51,14.16,14.3,14.41,14.4,14.5,14.4,22.6,22.9,24.4,22.5,18.0,23.1
2022-06-01 09:15:00,0,0.0,975.0,39.0,0.51,14.35,14.4,14.53,14.6,14.7,14.6,23.2,23.1,24.9,22.5,18.0,23.1
2022-06-01 09:20:00,0,0.0,977.0,39.0,0.51,14.47,14.5,14.59,14.7,14.7,14.7,23.3,23.3,25.2,22.5,18.0,23.1
2022-06-01 09:25:00,0,0.0,975.0,39.0,0.51,14.53,14.5,14.72,14.8,14.9,14.8,23.5,23.4,25.4,22.5,18.0,23.1
2022-06-01 09:30:00,1,0.0,980.0,39.0,19.55,13.98,27.1,13.18,10.4,15.1,15.0,23.5,18.7,23.8,22.5,18.0,23.1
2022-06-01 09:35:00,1,0.0,977.0,39.0,18.91,13.55,19.7,13.05,9.9,14.8,14.8,23.5,17.5,23.2,22.5,18.0,23.2
2022-06-01 09:40:00,1,0.0,980.0,39.0,18.99,13.86,19.9,13.05,9.8,14.8,14.7,23.8,17.2,23.1,22.5,18.0,23.2
2022-06-01 09:45:00,1,0.0,987.0,39.0,18.79,13.86,19.9,13.12,9.7,14.8,14.7,23.7,17.1,22.9,22.5,18.0,23.0
2022-06-01 09:50:00,1,0.0,1000.0,39.0,18.87,13.67,20.2,13.24,9.7,14.8,14.7,24.2,17.0,22.9,22.5,18.0,23.0
2022-06-01 09:55:00,1,0.0,1005.0,39.0,18.71,13.61,19.9,13.24,9.7,14.8,14.7,24.4,17.0,22.8,22.5,18.0,23.0
2022-06-01 10:00:00,1,0.0,1010.0,39.0,18.87,13.55,20.2,13.3,9.7,14.8,14.7,25.4,17.0,22.7,22.5,18.0,22.9
2022-06-01 10:05:00,1,0.0,1012.0,39.0,18.91,13.24,20.2,13.36,9.8,14.8,14.7,26.8,17.0,22.7,22.5,18.0,22.9
2022-06-01 10:10:00,1,0.0,1015.0,39.0,19.07,13.12,20.2,13.3,9.8,14.8,14.7,27.0,17.0,22.6,22.5,18.0,22.9
2022-06-01 10:15:00,1,0.0,1017.0,39.0,18.95,13.05,20.3,13.3,9.8,14.8,14.7,27.7,17.0,22.7,22.5,18.0,22.9
2022-06-01 10:20:00,1,0.0,1017.0,39.0,19.07,13.05,20.7,13.24,9.8,14.8,14.7,28.5,17.1,22.6,22.5,18.0,22.9
2022-06-01 10:25:00,1,0.0,1022.0,39.0,19.03,13.05,20.6,13.24,9.7,14.8,14.7,28.0,17.1,22.8,22.5,18.0,22.9
2022-06-01 10:30:00,1,0.0,1022.0,38.0,18.95,13.05,20.5,13.24,9.8,14.9,14.8,28.9,17.1,22.7,22.5,18.0,22.9
2022-06-01 10:35:00,1,0.0,1035.0,38.0,19.11,13.05,20.7,13.24,9.8,14.8,14.7,29.1,17.2,22.7,22.5,18.0,22.9
2022-06-01 10:40:00,1,0.0,1047.0,38.0,19.07,13.05,20.7,13.3,9.8,14.8,14.7,29.1,17.2,22.7,22.5,18.0,22.8
2022-06-01 10:45:00,1,0.0,1060.0,38.0,18.95,13.05,20.9,13.3,9.8,14.8,14.7,29.3,17.2,22.7,22.5,18.0,22.8
2022-06-01 10:50:00,1,0.0,1065.0,38.0,18.91,13.05,20.9,13.36,9.8,14.8,14.8,29.3,17.2,22.8,22.5,18.0,22.8
2022-06-01 10:55:00,1,0.0,1070.0,37.0,19.11,13.05,20.8,13.42,9.9,14.9,14.7,29.4,17.3,22.8,22.5,18.0,22.8
2022-06-01 11:00:00,1,0.0,1072.0,37.0,19.07,13.12,21.0,13.42,9.8,14.9,14.8,30.1,17.3,22.8,22.5,18.0,22.8
2022-06-01 11:05:00,1,0.0,1077.0,37.0,27.55,20.01,20.8,9.18,9.2,14.7,14.6,29.2,14.1,22.9,22.0,18.0,22.8
2022-06-01 11:10:00,1,0.0,1085.0,37.0,26.99,20.07,20.3,8.44,9.0,14.6,14.5,28.9,11.7,22.5,22.0,18.0,22.8
2022-06-01 11:15:00,1,0.0,1100.0,37.0,27.19,20.14,20.3,8.74,9.0,14.6,14.5,28.5,11.5,22.4,22.0,18.0,22.7
2022-06-01 11:20:00,1,2.0,1110.0,37.0,27.19,20.14,20.4,8.74,8.8,14.6,14.4,28.5,11.4,22.1,22.0,18.0,22.7
2022-06-01 11:25:00,1,3.0,1117.0,37.0,27.19,20.2,20.4,8.74,8.9,14.4,14.3,29.0,11.4,22.1,22.0,18.0,22.7
2022-06-01 11:30:00,1,3.0,1117.0,37.0,27.11,20.38,20.4,8.62,9.0,14.4,14.3,28.4,11.4,22.0,22.0,18.0,22.7
2022-06-01 11:35:00,1,3.0,1117.0,37.0,27.47,20.94,20.9,8.5,8.8,14.4,14.2,29.9,11.5,22.0,22.0,18.0,22.5
2022-06-01 11:40:00,1,5.0,1130.0,37.0,27.07,20.44,20.7,8.37,8.9,14.3,14.2,28.9,11.4,22.0,22.0,18.0,22.5
2022-06-01 11:45:00,1,7.0,1135.0,36.0,27.51,21.0,20.6,8.44,9.0,14.4,14.3,29.6,11.4,21.9,22.0,18.0,22.5
2022-06-01 11:50:00,1,8.0,1140.0,36.0,27.43,20.75,20.7,8.37,9.0,14.3,14.3,29.3,11.5,21.9,22.0,18.0,22.4
2022-06-01 11:55:00,1,11.0,1155.0,36.0,27.11,20.38,20.5,8.37,9.0,14.4,14.3,29.1,11.6,21.9,22.0,18.0,22.4
2022-06-01 12:00:00,1,12.0,1165.0,36.0,27.15,20.38,20.7,8.5,8.9,14.4,14.4,28.9,11.5,21.8,22.0,18.0,22.4
2022-06-01 12:05:00,1,13.0,1165.0,36.0,27.47,20.94,21.0,8.81,9.0,14.5,14.4,30.2,11.6,21.8,22.0,18.0,22.4
2022-06-01 12:10:00,1,13.0,1167.0,36.0,27.15,20.38,20.7,8.74,9.1,14.5,14.4,30.0,11.7,21.9,22.0,18.0,22.3
2022-06-01 12:15:00,1,14.0,1170.0,36.0,27.23,20.94,21.1,8.68,9.0,14.5,14.4,30.2,11.8,21.9,22.0,18.0,22.3
2022-06-01 12:20:00,1,15.0,1175.0,36.0,27.35,21.06,21.3,8.87,8.9,14.5,14.4,30.0,11.8,21.8,22.0,18.0,22.3
2022-06-01 12:25:00,1,15.0,1180.0,36.0,27.51,21.37,21.5,8.62,9.1,14.5,14.4,30.2,11.9,21.9,22.0,18.0,22.3
2022-06-01 12:30:00,1,16.0,1182.0,36.0,27.51,21.31,21.2,8.5,9.1,14.5,14.4,30.6,12.0,22.0,22.0,18.0,22.3
2022-06-01 12:35:00,1,17.0,1187.0,36.0,27.55,21.49,21.4,8.81,9.0,14.5,14.4,30.4,12.0,22.0,22.0,18.0,22.3
2022-06-01 12:40:00,1,17.0,1187.0,36.0,27.43,20.94,21.3,8.87,9.0,14.5,14.4,30.2,11.9,21.9,22.0,18.0,22.3
2022-06-01 12:45:00,1,16.0,1185.0,36.0,27.75,21.92,21.5,8.62,9.2,14.5,14.4,31.0,12.2,21.9,22.0,18.0,22.3
2022-06-01 12:50:00,1,15.0,1175.0,36.0,27.43,21.0,21.4,8.93,9.0,14.5,14.4,30.4,12.0,21.9,22.0,18.0,22.2
2022-06-01 12:55:00,1,15.0,1180.0,36.0,27.51,21.18,21.3,8.87,9.1,14.5,14.4,30.2,12.0,21.9,22.0,18.0,22.3
2022-06-01 13:00:00,1,12.0,1175.0,36.0,27.67,21.43,21.4,8.74,9.0,14.5,14.4,30.6,12.2,21.8,22.0,18.0,22.3
2022-06-01 13:05:00,1,14.0,1175.0,36.0,27.71,21.8,21.8,8.68,9.2,14.5,14.4,30.6,12.2,21.8,22.0,18.0,22.2
2022-06-01 13:10:00,1,15.0,1175.0,36.0,27.35,21.31,21.2,8.68,9.0,14.4,14.4,30.6,12.0,21.9,22.0,18.0,22.2
2022-06-01 13:15:00,1,14.0,1170.0,36.0,27.67,21.06,21.6,8.87,9.2,14.5,14.4,29.9,12.0,21.9,22.0,18.0,22.3
2022-06-01 13:20:00,1,14.0,1170.0,36.0,27.91,22.17,22.1,8.81,9.1,14.5,14.4,31.3,12.3,21.9,22.0,18.0,22.2
2022-06-01 13:25:00,1,14.0,1170.0,36.0,27.87,21.55,21.7,8.62,9.2,14.5,14.4,30.3,12.1,21.8,22.0,18.0,22.2
2022-06-01 13:30:00,1,11.0,1170.0,36.0,20.07,21.0,16.3,8.93,12.0,14.6,14.5,29.2,14.3,22.0,22.0,18.0,22.2
2022-06-01 13:35:00,1,14.0,1170.0,36.0,19.35,22.41,15.9,9.91,13.4,15.1,15.0,31.5,18.1,22.3,22.0,18.0,22.3
2022-06-01 13:40:00,1,10.0,1162.0,37.0,19.47,22.54,13.5,9.91,13.6,15.2,15.1,32.2,18.5,22.7,22.0,18.0,22.4
2022-06-01 13:45:00,1,12.0,1162.0,36.0,20.83,22.29,13.4,9.98,13.6,15.2,15.2,31.6,18.4,22.8,22.0,18.0,22.4
2022-06-01 13:50:00,1,12.0,1160.0,36.0,27.75,22.17,21.4,9.11,9.3,14.9,14.8,28.7,12.9,22.6,22.0,18.0,22.4
2022-06-01 13:55:00,1,10.0,1150.0,37.0,28.19,22.78,21.7,8.68,9.3,14.7,14.5,29.3,12.7,22.3,22.0,18.0,22.5
2022-06-01 14:00:00,1,10.0,1150.0,37.0,28.23,22.35,21.9,9.05,9.3,14.6,14.5,30.1,12.5,22.2,22.0,18.0,22.4
2022-06-01 14:05:00,1,8.0,1142.0,37.0,27.79,21.43,22.0,8.74,9.2,14.6,14.5,29.6,12.5,22.2,22.0,18.0,22.4
2022-06-01 14:10:00,1,9.0,1145.0,38.0,28.19,22.54,22.6,8.74,9.2,14.6,14.5,30.0,12.6,22.3,22.0,18.0,22.4
2022-06-01 14:15:00,1,8.0,1140.0,38.0,28.07,22.11,22.6,8.81,9.3,14.5,14.5,30.4,12.5,22.2,22.0,18.0,22.4
2022-06-01 14:20:00,1,9.0,1147.0,38.0,28.39,22.78,22.6,8.99,9.2,14.6,14.5,30.1,12.4,22.2,22.0,18.0,22.3
